LocationID,PeriodID,Species,CoverClass,Comments
ARPO_InvPla_164,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_164,ARPOInvPla2006Aug30,LOJA,2,divided by creek
ARPO_InvPla_163,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_137,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_27,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_21,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_20,ARPOInvPla2006Aug30,LOJA,4,open
ARPO_InvPla_132,ARPOInvPla2011Aug8,LOJA,4,
ARPO_InvPla_163,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_22,ARPOInvPla2006Aug30,LOJA,2,semi-thick
ARPO_InvPla_137,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_22,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_162,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_138,ARPOInvPla2006Aug30,LOJA,4,thick clear cut
ARPO_InvPla_138,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_132,ARPOInvPla2006Aug30,LOJA,3,
ARPO_InvPla_162,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_163,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_2,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_19,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_19,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_19,ARPOInvPla2006Aug30,LOJA,4,open
ARPO_InvPla_133,ARPOInvPla2006Aug30,LOJA,4,open
ARPO_InvPla_19,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_18,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_2,ARPOInvPla2006Aug30,LOJA,2,open
ARPO_InvPla_18,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_18,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_18,ARPOInvPla2006Aug30,LOJA,2,partial hardwood regeneration
ARPO_InvPla_166,ARPOInvPla2006Aug30,LOJA,2,open woods
ARPO_InvPla_133,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_166,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_133,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_132,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_169,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_169,ARPOInvPla2006Aug30,LOJA,3,divided by creek
ARPO_InvPla_168,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_168,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_167,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_167,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_137,ARPOInvPla2006Aug30,LOJA,4,open woods
ARPO_InvPla_138,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_137,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_28,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_24,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_130,ARPOInvPla2006Aug30,LOJA,2,open woods
ARPO_InvPla_154,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_28,ARPOInvPla2006Aug30,LOJA,7,hardwood regeneration
ARPO_InvPla_154,ARPOInvPla2006Aug30,LOJA,3,thick
ARPO_InvPla_28,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_153,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_153,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_153,ARPOInvPla2011Aug8,LOJA,1,
ARPO_InvPla_28,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_155,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_150,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_155,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_15,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_134,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_29,ARPOInvPla2006Aug30,LOJA,4,
ARPO_InvPla_15,ARPOInvPla2006Aug30,LOJA,2,small tree fall area
ARPO_InvPla_13,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_149,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_13,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_149,ARPOInvPla2006Aug30,LOJA,3,fairly thick
ARPO_InvPla_29,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_148,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_153,ARPOInvPla2006Aug30,LOJA,3,divided by creek
ARPO_InvPla_27,ARPOInvPla2006Aug30,LOJA,2,partial tree fall
ARPO_InvPla_129,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_25,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_162,ARPOInvPla2006Aug30,LOJA,1,thick
ARPO_InvPla_131,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_131,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_161,ARPOInvPla2006Aug30,LOJA,1,open woods
ARPO_InvPla_160,ARPOInvPla2006Aug30,LOJA,2,open woods
ARPO_InvPla_138,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_133,ARPOInvPla2019Jun24,LOJA,3,
ARPO_InvPla_139,ARPOInvPla2006Aug30,LOJA,2,field surrounded by clear cut
ARPO_InvPla_155,ARPOInvPla2006Aug30,LOJA,2,open
ARPO_InvPla_131,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_136,ARPOInvPla2019Jun24,LOJA,3,
ARPO_InvPla_131,ARPOInvPla2006Aug30,LOJA,3,open
ARPO_InvPla_16,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_134,ARPOInvPla2006Aug30,LOJA,4,thick
ARPO_InvPla_27,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_130,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_158,ARPOInvPla2006Aug30,LOJA,2,open woods
ARPO_InvPla_157,ARPOInvPla2006Aug30,LOJA,2,fairly thick
ARPO_InvPla_156,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_156,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_156,ARPOInvPla2006Aug30,LOJA,2,divided by creek
ARPO_InvPla_16,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_125,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_112,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_90,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_9,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_89,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_110,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_67,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_67,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_67,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_68,ARPOInvPla2006Aug30,LOJA,2,tree fall
ARPO_InvPla_86,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_66,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_68,ARPOInvPla2015Jul7,LOJA,3,
ARPO_InvPla_66,ARPOInvPla2006Aug30,LOJA,2,tree fall
ARPO_InvPla_85,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_68,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_85,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_110,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_69,ARPOInvPla2006Aug30,LOJA,1,very thick
ARPO_InvPla_69,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_84,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_110,ARPOInvPla2006Aug30,LOJA,2,open
ARPO_InvPla_7,ARPOInvPla2006Aug30,LOJA,3,open
ARPO_InvPla_7,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_68,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_63,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_61,ARPOInvPla2006Aug30,LOJA,3,open
ARPO_InvPla_112,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_135,ARPOInvPla2019Jun24,LOJA,3,
ARPO_InvPla_61,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_112,ARPOInvPla2006Aug30,LOJA,2,open
ARPO_InvPla_111,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_61,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_1,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_105,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_63,ARPOInvPla2006Aug30,LOJA,2,partial clear cut
ARPO_InvPla_66,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_80,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_70,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_64,ARPOInvPla2006Aug30,LOJA,2,open
ARPO_InvPla_64,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_111,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_64,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_65,ARPOInvPla2006Aug30,LOJA,2,partial tree fall
ARPO_InvPla_65,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_103,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_65,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_110,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_65,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_63,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_108,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_106,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_83,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_76,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_108,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_76,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_108,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_77,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_100,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_81,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_100,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_7,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_81,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_83,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_78,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_78,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_107,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_79,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_8,ARPOInvPla2006Aug30,LOJA,3,open
ARPO_InvPla_8,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_8,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_8,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_107,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_101,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_108,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_109,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_90,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_70,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_70,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_11,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_11,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_101,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_71,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_11,ARPOInvPla2006Aug30,LOJA,2,thick
ARPO_InvPla_84,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_73,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_75,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_73,ARPOInvPla2019Jun24,LOJA,3,
ARPO_InvPla_109,ARPOInvPla2006Aug30,LOJA,2,open
ARPO_InvPla_74,ARPOInvPla2006Aug30,LOJA,1,some hardwood regeneration
ARPO_InvPla_74,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_84,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_109,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_74,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_74,ARPOInvPla2019Jun24,LOJA,3,
ARPO_InvPla_75,ARPOInvPla2006Aug30,LOJA,2,some tree fall & clear cut
ARPO_InvPla_84,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_75,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_75,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_101,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_73,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_116,ARPOInvPla2006Aug30,LOJA,3,open woods
ARPO_InvPla_4,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_12,ARPOInvPla2006Aug30,LOJA,2,thick
ARPO_InvPla_4,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_119,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_40,ARPOInvPla2006Aug30,LOJA,1,thick
ARPO_InvPla_118,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_118,ARPOInvPla2006Aug30,LOJA,1,open woods
ARPO_InvPla_117,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_117,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_117,ARPOInvPla2006Aug30,LOJA,3,open woods
ARPO_InvPla_5,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_116,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_12,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_115,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_44,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_115,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_111,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_45,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_99,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_115,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_98,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_47,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_5,ARPOInvPla2006Aug30,LOJA,3,open
ARPO_InvPla_104,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_116,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_121,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_35,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_35,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_125,ARPOInvPla2006Aug30,LOJA,2,open woods
ARPO_InvPla_35,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_36,ARPOInvPla2006Aug30,LOJA,3,partial tree fall area
ARPO_InvPla_123,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_36,ARPOInvPla2011Aug8,LOJA,3,
ARPO_InvPla_123,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_123,ARPOInvPla2006Aug30,LOJA,2,open woods
ARPO_InvPla_36,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_122,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_4,ARPOInvPla2006Aug30,LOJA,3,open
ARPO_InvPla_122,ARPOInvPla2006Aug30,LOJA,2,open woods
ARPO_InvPla_12,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_37,ARPOInvPla2006Aug30,LOJA,3,
ARPO_InvPla_121,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_37,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_37,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_38,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_121,ARPOInvPla2006Aug30,LOJA,2,
ARPO_InvPla_38,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_120,ARPOInvPla2006Aug30,LOJA,1,open woods
ARPO_InvPla_39,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_1,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_45,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_36,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_93,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_53,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_53,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_54,ARPOInvPla2006Aug30,LOJA,2,clear cut
ARPO_InvPla_54,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_54,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_96,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_95,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_54,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_114,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_95,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_113,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_58,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_55,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_113,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_59,ARPOInvPla2006Aug30,LOJA,2,callicarpa thicket
ARPO_InvPla_59,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_92,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_59,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_91,ARPOInvPla2015Jul7,LOJA,1,
ARPO_InvPla_113,ARPOInvPla2006Aug30,LOJA,1,open
ARPO_InvPla_6,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_112,ARPOInvPla2019Jun24,LOJA,1,
ARPO_InvPla_60,ARPOInvPla2006Aug30,LOJA,2,callicarpa thicket
ARPO_InvPla_60,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_55,ARPOInvPla2019Jun24,LOJA,2,
ARPO_InvPla_53,ARPOInvPla2006Aug30,LOJA,2,clear cut
ARPO_InvPla_114,ARPOInvPla2006Aug30,LOJA,2,open
ARPO_InvPla_104,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_114,ARPOInvPla2015Jul7,LOJA,2,
ARPO_InvPla_52,ARPOInvPla2006Aug30,LOJA,4,tree-fall area
ARPO_InvPla_97,ARPOInvPla2011Aug8,LOJA,2,
ARPO_InvPla_79,ARPOInvPla2019Jun24,MEAZ,1,
ARPO_InvPla_67,ARPOInvPla2015Jul7,MEAZ,1,
ARPO_InvPla_161,ARPOInvPla2019Jun24,MEAZ,1,
ARPO_InvPla_20,ARPOInvPla2006Aug30,MEAZ,1,open
ARPO_InvPla_77,ARPOInvPla2019Jun24,MEAZ,2,
ARPO_InvPla_28,ARPOInvPla2015Jul7,MEAZ,1,
ARPO_InvPla_109,ARPOInvPla2015Jul7,MEAZ,4,
ARPO_InvPla_5,ARPOInvPla2015Jul7,MEAZ,4,
ARPO_InvPla_27,ARPOInvPla2015Jul7,MEAZ,2,
ARPO_InvPla_166,ARPOInvPla2015Jul7,MEAZ,1,
ARPO_InvPla_12,ARPOInvPla2015Jul7,MEAZ,2,
ARPO_InvPla_168,ARPOInvPla2019Jun24,MEAZ,1,
ARPO_InvPla_60,ARPOInvPla2011Aug8,MEAZ,2,
ARPO_InvPla_74,ARPOInvPla2015Jul7,MEAZ,2,
ARPO_InvPla_61,ARPOInvPla2006Aug30,MEAZ,3,open
ARPO_InvPla_34,ARPOInvPla2015Jul7,MEAZ,2,
ARPO_InvPla_70,ARPOInvPla2015Jul7,MEAZ,1,
ARPO_InvPla_168,ARPOInvPla2006Aug30,MEAZ,2,thick tree fall at edge
ARPO_InvPla_162,ARPOInvPla2015Jul7,MEAZ,1,
ARPO_InvPla_91,ARPOInvPla2011Aug8,MIVI,3,
ARPO_InvPla_91,ARPOInvPla2006Aug30,MIVI,1,open
ARPO_InvPla_85,ARPOInvPla2006Aug30,MIVI,2,open
ARPO_InvPla_84,ARPOInvPla2019Jun24,MIVI,2,
ARPO_InvPla_97,ARPOInvPla2015Jul7,MIVI,1,
ARPO_InvPla_84,ARPOInvPla2015Jul7,MIVI,4,
ARPO_InvPla_91,ARPOInvPla2015Jul7,MIVI,3,
ARPO_InvPla_82,ARPOInvPla2019Jun24,MIVI,2,
ARPO_InvPla_83,ARPOInvPla2006Aug30,MIVI,3,open
ARPO_InvPla_92,ARPOInvPla2015Jul7,MIVI,2,
ARPO_InvPla_83,ARPOInvPla2015Jul7,MIVI,3,
ARPO_InvPla_83,ARPOInvPla2019Jun24,MIVI,3,
ARPO_InvPla_99,ARPOInvPla2015Jul7,MIVI,2,
ARPO_InvPla_86,ARPOInvPla2015Jul7,MIVI,1,
ARPO_InvPla_84,ARPOInvPla2011Aug8,MIVI,2,
ARPO_InvPla_85,ARPOInvPla2015Jul7,MIVI,5,
ARPO_InvPla_76,ARPOInvPla2006Aug30,MIVI,2,clear cut
ARPO_InvPla_69,ARPOInvPla2015Jul7,MIVI,3,
ARPO_InvPla_69,ARPOInvPla2019Jun24,MIVI,3,
ARPO_InvPla_68,ARPOInvPla2015Jul7,MIVI,5,
ARPO_InvPla_68,ARPOInvPla2011Aug8,MIVI,3,
ARPO_InvPla_78,ARPOInvPla2015Jul7,MIVI,3,
ARPO_InvPla_67,ARPOInvPla2015Jul7,MIVI,3,
ARPO_InvPla_66,ARPOInvPla2015Jul7,MIVI,1,
ARPO_InvPla_60,ARPOInvPla2019Jun24,MIVI,2,
ARPO_InvPla_75,ARPOInvPla2015Jul7,MIVI,3,
ARPO_InvPla_68,ARPOInvPla2019Jun24,MIVI,4,
ARPO_InvPla_75,ARPOInvPla2019Jun24,MIVI,3,
ARPO_InvPla_68,ARPOInvPla2006Aug30,MIVI,3,tree fall
ARPO_InvPla_59,ARPOInvPla2019Jun24,MIVI,2,
ARPO_InvPla_59,ARPOInvPla2015Jul7,MIVI,4,
ARPO_InvPla_59,ARPOInvPla2011Aug8,MIVI,3,
ARPO_InvPla_76,ARPOInvPla2015Jul7,MIVI,5,
ARPO_InvPla_58,ARPOInvPla2019Jun24,MIVI,2,
ARPO_InvPla_58,ARPOInvPla2015Jul7,MIVI,2,
ARPO_InvPla_77,ARPOInvPla2011Aug8,MIVI,3,
ARPO_InvPla_77,ARPOInvPla2015Jul7,MIVI,5,
ARPO_InvPla_55,ARPOInvPla2015Jul7,MIVI,1,
ARPO_InvPla_54,ARPOInvPla2015Jul7,MIVI,1,
ARPO_InvPla_77,ARPOInvPla2019Jun24,MIVI,2,
ARPO_InvPla_28,ARPOInvPla2019Jun24,MIVI,3,
ARPO_InvPla_60,ARPOInvPla2015Jul7,MIVI,3,
ARPO_InvPla_85,ARPOInvPla2015Jul7,MUKE,1,
ARPO_InvPla_85,ARPOInvPla2006Aug30,MUKE,2,open
ARPO_InvPla_104,ARPOInvPla2006Aug30,MUKE,2,open
ARPO_InvPla_82,ARPOInvPla2006Aug30,MUKE,3,some clear cut
ARPO_InvPla_83,ARPOInvPla2006Aug30,MUKE,2,open
ARPO_InvPla_84,ARPOInvPla2006Aug30,MUKE,2,open
ARPO_InvPla_83,ARPOInvPla2015Jul7,MYAQ2,1,
ARPO_InvPla_61,ARPOInvPla2019Jun24,POPR,2,
ARPO_InvPla_114,ARPOInvPla2006Aug30,POTR4,3,open
ARPO_InvPla_113,ARPOInvPla2019Jun24,POTR4,2,
ARPO_InvPla_103,ARPOInvPla2006Aug30,POTR4,2,open
ARPO_InvPla_104,ARPOInvPla2015Jul7,POTR4,2,
ARPO_InvPla_108,ARPOInvPla2006Aug30,POTR4,2,open
ARPO_InvPla_106,ARPOInvPla2019Jun24,POTR4,1,
ARPO_InvPla_115,ARPOInvPla2006Aug30,POTR4,3,open
ARPO_InvPla_105,ARPOInvPla2006Aug30,POTR4,2,open
ARPO_InvPla_113,ARPOInvPla2015Jul7,POTR4,1,
ARPO_InvPla_115,ARPOInvPla2015Jul7,POTR4,1,
ARPO_InvPla_105,ARPOInvPla2011Aug8,POTR4,2,
ARPO_InvPla_108,ARPOInvPla2015Jul7,POTR4,1,
ARPO_InvPla_108,ARPOInvPla2011Aug8,POTR4,2,
ARPO_InvPla_110,ARPOInvPla2015Jul7,POTR4,1,
ARPO_InvPla_110,ARPOInvPla2006Aug30,POTR4,4,open
ARPO_InvPla_11,ARPOInvPla2015Jul7,POTR4,2,
ARPO_InvPla_109,ARPOInvPla2019Jun24,POTR4,1,
ARPO_InvPla_109,ARPOInvPla2015Jul7,POTR4,2,
ARPO_InvPla_109,ARPOInvPla2011Aug8,POTR4,3,
ARPO_InvPla_110,ARPOInvPla2011Aug8,POTR4,2,
ARPO_InvPla_106,ARPOInvPla2015Jul7,POTR4,1,
ARPO_InvPla_104,ARPOInvPla2006Aug30,POTR4,2,open
ARPO_InvPla_106,ARPOInvPla2011Aug8,POTR4,3,
ARPO_InvPla_103,ARPOInvPla2015Jul7,POTR4,1,
ARPO_InvPla_132,ARPOInvPla2019Jun24,POTR4,1,
ARPO_InvPla_103,ARPOInvPla2011Aug8,POTR4,2,
ARPO_InvPla_109,ARPOInvPla2006Aug30,POTR4,4,open
ARPO_InvPla_112,ARPOInvPla2006Aug30,POTR4,1,open
ARPO_InvPla_108,ARPOInvPla2019Jun24,POTR4,1,
ARPO_InvPla_106,ARPOInvPla2006Aug30,POTR4,3,open
ARPO_InvPla_6,ARPOInvPla2015Jul7,POTR4,3,
ARPO_InvPla_81,ARPOInvPla2011Aug8,POTR4,3,
ARPO_InvPla_58,ARPOInvPla2006Aug30,POTR4,3,tree fall
ARPO_InvPla_100,ARPOInvPla2019Jun24,POTR4,1,
ARPO_InvPla_58,ARPOInvPla2011Aug8,POTR4,2,
ARPO_InvPla_58,ARPOInvPla2015Jul7,POTR4,2,
ARPO_InvPla_58,ARPOInvPla2019Jun24,POTR4,1,
ARPO_InvPla_59,ARPOInvPla2006Aug30,POTR4,7,callicarpa thicket
ARPO_InvPla_59,ARPOInvPla2011Aug8,POTR4,2,
ARPO_InvPla_81,ARPOInvPla2006Aug30,POTR4,3,open
ARPO_InvPla_59,ARPOInvPla2015Jul7,POTR4,2,
ARPO_InvPla_59,ARPOInvPla2019Jun24,POTR4,1,
